face_id,timestamp,r,g,b
6,1781859974.633582,118.78944298,106.79283159,90.86707662
6,1781859974.711778,113.28520873,104.81955807,84.47116099
6,1781859974.777255,117.18597379,108.48547180,81.76889136
6,1781859974.841397,107.55208953,99.61703319,80.81510161
6,1781859974.934878,104.47411565,97.11167526,79.15547643
6,1781859974.987712,106.57564585,99.09412975,80.52261150
6,1781859975.032352,107.86789475,100.54307939,81.47548654
6,1781859975.109229,98.05635068,92.44978355,76.33450956
6,1781859975.186132,87.74237468,85.09192557,69.46025658
6,1781859975.245497,85.82619457,83.61025501,70.08901561
6,1781859975.306640,87.87318721,83.37437107,73.55489404
6,1781859975.361731,88.56668456,84.03679785,73.16235122
6,1781859975.453282,94.89730241,89.18651635,75.43611406
6,1781859975.499585,107.43468756,100.00377470,82.64095302
6,1781859975.580557,117.25297950,109.03219245,88.45798995
6,1781859975.633742,116.51548379,108.61557934,88.08875381
6,1781859975.703108,106.21546180,99.93495352,83.03926549
6,1781859975.757926,96.88525712,92.07144232,78.87865186
6,1781859975.822788,96.59572284,92.04776056,78.58851911
6,1781859975.928477,98.92762954,93.68090143,79.57501168
6,1781859975.976198,108.02668668,101.49996321,84.25234041
6,1781859976.034515,122.87061785,114.85886406,90.96761897
6,1781859976.096769,126.06277034,117.33459912,90.74462946
6,1781859976.157821,121.44076185,112.15501666,85.74588766
6,1781859976.241070,111.17842814,102.09149503,76.99326763
6,1781859976.302921,101.84462890,93.66716072,70.03187351
6,1781859976.378742,101.06341050,93.54733293,69.56968176
6,1781859976.466882,101.53919272,93.39744299,69.87201176
6,1781859976.513830,102.71021133,94.35900115,71.16617684
6,1781859976.564308,107.59916384,98.62578491,73.79704543
6,1781859976.636968,109.77319840,100.95639939,75.95841447
6,1781859976.702615,112.42455714,103.62187058,78.72091043
6,1781859976.783371,115.87244336,107.93285040,82.74622889
6,1781859976.848494,114.63233010,107.75767215,85.13383702
6,1781859976.942569,111.41990398,106.34704201,86.37604328
6,1781859976.979861,111.07393431,106.25603161,86.41096675
6,1781859977.041418,113.20391297,107.23668253,86.09119789
6,1781859977.096286,114.70782323,107.31767573,83.37851583
6,1781859977.172523,115.52288127,107.97513336,82.25270797
6,1781859977.234632,113.10610628,105.21124331,79.38274388
6,1781859977.296154,109.54314212,102.08429501,75.99879528
6,1781859977.358966,106.61800461,99.20619626,74.49591755
6,1781859977.452719,100.38153415,93.41663487,71.92550916
6,1781859977.516294,90.19046170,83.35814432,65.84822442
6,1781859977.580249,85.66101915,82.44391417,60.76961462
6,1781859977.633983,93.47550593,84.02079899,59.49948846
6,1781859977.698100,87.75455696,76.37723811,57.11721515
6,1781859977.761125,77.53720951,64.64895749,45.30264186
6,1781859977.837696,65.63362916,57.65395139,37.18091258
6,1781859977.931470,82.81523327,70.29953808,47.04761984
6,1781859977.982309,77.17308136,66.92995374,45.73330640
6,1781859978.036299,71.25809652,60.22448642,43.48028256
6,1781859978.095661,73.27589574,65.27424739,48.49877315
6,1781859978.159507,84.37924040,74.79076690,53.62770094
6,1781859978.236263,90.27004776,81.50114101,56.74062724
6,1781859978.296100,101.40523863,88.25148852,62.03390245
6,1781859978.373663,108.30618414,96.99101739,69.16594048
6,1781859978.463574,105.84496222,96.78466443,68.76255292
6,1781859978.529688,107.74418597,98.32567529,75.39079506
6,1781859978.575611,108.72718896,97.94505941,75.43783495
6,1781859978.634768,105.86196911,92.41608560,69.47129529
6,1781859978.694104,101.66832662,90.98859157,65.55103439
6,1781859978.772170,105.53503928,92.35337113,67.10639713
6,1781859978.832927,110.38885738,97.11409438,70.71840729
6,1781859978.928647,115.46683858,103.75456599,76.91024208
6,1781859978.974089,110.42580751,103.19492451,71.53542348
6,1781859979.041700,105.79904294,98.10551824,66.66813556
6,1781859979.101540,110.14036539,97.47903802,71.14236344
6,1781859979.179332,100.55019048,90.03049981,60.43231609
6,1781859979.234989,99.92510580,86.33994123,61.47577936
6,1781859979.303438,101.24371469,87.42180593,62.37371655
6,1781859979.366747,103.15703559,89.76140594,65.76934694
6,1781859979.438344,106.67196475,95.42008808,71.08830688
6,1781859979.501968,102.52359149,96.80966658,70.80468733
6,1781859979.581222,98.95041548,91.82912480,67.17372452
6,1781859979.645379,96.10280220,87.19504934,61.45518475
6,1781859979.700227,88.33922772,79.26349463,58.25902039
6,1781859979.766020,90.71369330,80.47008467,59.63339325
6,1781859979.831555,89.53836485,79.92301635,59.17615693
6,1781859979.915996,88.74513039,79.18380914,55.59207812
6,1781859979.979622,86.47316243,76.82150537,52.60935136
6,1781859980.041566,84.76334882,76.53820968,52.78593691
6,1781859980.102886,71.32455833,66.58980984,52.22445592
6,1781859980.164058,63.93094896,60.84161839,50.13016896
6,1781859980.225528,63.74082251,61.30617551,50.39984620
6,1781859980.304455,68.22138169,62.98350920,54.27063643
6,1781859980.388265,75.45876922,67.09615645,55.81190347
6,1781859980.476354,73.30611988,66.58533647,51.77026803
6,1781859980.505807,71.44583039,66.60193898,53.35269047
6,1781859980.561948,73.03072982,69.62921136,56.82243464
6,1781859980.623656,70.91473865,68.39836637,56.11073786
6,1781859980.707088,69.40683597,67.49624111,57.72246304
6,1781859980.783933,71.24932313,70.24513602,60.93611918
6,1781859980.835417,74.40810411,71.08613539,66.54647373
6,1781859980.948398,71.11013482,69.84992095,63.12391421
6,1781859980.990242,72.09990310,71.04551964,64.07518042
6,1781859981.069033,73.48647940,71.48323630,64.42012063
6,1781859981.131060,75.92130244,72.92651921,64.94526254
6,1781859981.191892,78.48994862,75.66182433,66.31929040
6,1781859981.259802,80.35978906,77.49962945,67.23773427
6,1781859981.304038,82.03629410,78.48454930,68.07466980
6,1781859981.374877,85.31003441,80.68552868,69.23526490
6,1781859981.459565,88.95324801,82.76916137,69.69639354
6,1781859981.507159,87.02628812,79.92993431,69.16925555
6,1781859981.569296,87.94649379,80.14754388,69.00194618
6,1781859981.646891,89.53567657,81.44060904,69.59994932
6,1781859981.706069,91.18928995,83.44577160,71.91776953
6,1781859981.764679,93.85741188,86.21656124,74.12351365
6,1781859981.831474,95.79757989,87.55620041,74.59186649
6,1781859981.923004,95.26682010,86.18592383,74.36289270
6,1781859981.968390,95.14979699,85.50910382,72.85175602
6,1781859982.031775,96.37469076,84.02239116,71.48559781
6,1781859982.110453,98.00371827,84.21987390,70.76938536
6,1781859982.166015,105.13631432,88.26045898,72.84740893
6,1781859982.230306,112.74775567,95.46840079,78.75649362
6,1781859982.297793,114.26535899,97.66761325,82.02806438
6,1781859982.379522,112.19933595,95.98368529,79.37209340
6,1781859982.466235,112.69092595,96.25524126,79.51204889
6,1781859982.513618,111.63023546,98.68219175,79.57180497
6,1781859982.575358,121.88141714,106.54933152,92.83139575
6,1781859982.636213,127.22647794,111.84933438,98.11450141
6,1781859982.700883,124.83934668,112.41356586,94.43817307
6,1781859982.773134,124.35597983,112.38215884,94.34857175
6,1781859982.839676,126.88010875,114.92292824,96.43047577
6,1781859982.914253,128.04972654,116.03014463,97.06450218
6,1781859982.964349,128.15658868,115.78143632,97.93448552
6,1781859983.028070,131.92845010,119.63805590,99.76597007
6,1781859983.105591,135.59317372,120.42555833,103.44820505
6,1781859983.179448,127.26130213,112.39423176,96.52901956
6,1781859983.243332,116.54585697,104.91097319,84.66994036
6,1781859983.309319,114.61712187,99.47973305,84.33255783
6,1781859983.377748,104.17127164,89.78526183,76.75107248
6,1781859983.452461,95.58862253,82.53360764,71.01083485
6,1781859983.513605,93.57025587,81.06000584,71.73875348
6,1781859983.573230,89.37399764,80.01697154,67.76866316
6,1781859983.640027,87.41089881,78.45736251,67.01939135
6,1781859983.705893,86.71509640,77.04487025,66.02834624
6,1781859983.767825,86.91769677,76.76046485,64.33379585
6,1781859983.827467,87.53400511,77.16008107,62.56540006
6,1781859983.919948,88.06206080,77.56271483,62.92368321
6,1781859983.981200,86.47786115,75.97714280,66.79907120
6,1781859984.044374,83.91340446,74.08950977,66.78354452
6,1781859984.103042,81.99684555,70.96044830,64.62825440
6,1781859984.163870,76.47396023,65.43771947,59.02395148
6,1781859984.227637,68.62169983,58.19656110,52.24245406
6,1781859984.290480,63.27448014,53.29438200,48.17665216
6,1781859984.380075,60.64280251,51.32721175,45.54032755
6,1781859984.474883,60.16997634,50.66571513,43.51450791
6,1781859984.519579,58.45005651,49.29243844,42.27959115
6,1781859984.566665,57.74871682,48.61987917,41.65955894
6,1781859984.632653,57.78109450,48.70987346,41.06337771
6,1781859984.694859,54.04406199,47.12791675,37.82351599
6,1781859984.784654,55.34896337,46.39061286,40.13633289
6,1781859984.846107,54.31433689,45.75158264,39.16328860
6,1781859984.930027,53.53574304,45.15639314,38.05778350
6,1781859984.992100,53.14144096,44.68171419,37.05901375
6,1781859985.050287,52.80053297,44.34784347,36.76017701
6,1781859985.111730,50.35856426,43.28575104,35.56631514
6,1781859985.176013,53.60447013,44.66704156,37.48830365
6,1781859985.236828,65.08143662,53.65763027,43.63833516
6,1781859985.296751,76.39124148,66.92659216,53.83468819
6,1781859985.367870,87.61305570,75.59957224,56.59903563
6,1781859985.450842,80.72175073,66.61595146,48.64792765
6,1781859985.510319,67.65359855,55.08108686,42.52903520
6,1781859985.572526,58.48553437,47.35225183,38.75168729
6,1781859985.633333,51.85937396,42.22682760,35.86355178
6,1781859985.696369,50.64337786,41.66691348,35.51340570
6,1781859985.757843,52.38803760,44.20256966,34.63612614
6,1781859985.833185,60.03656976,50.06300993,36.79081908
6,1781859985.926149,64.47121799,53.11683458,39.21866570
6,1781859985.988746,67.06959691,52.78939709,41.06926098
6,1781859986.048558,65.49580957,51.98205616,40.22311866
6,1781859986.111432,61.06244869,48.77184658,39.54772591
6,1781859986.176764,55.49217895,45.56607959,38.13373105
6,1781859986.235557,54.66564013,45.40137278,39.17803880
6,1781859986.296620,54.82595016,45.78627078,38.86751559
6,1781859986.387411,56.41384735,47.23166452,36.54498315
6,1781859986.452400,60.54224299,49.46082701,37.50536389
6,1781859986.519005,63.13166599,50.87697580,41.35161706
6,1781859986.569354,64.44562808,51.61793403,40.87205246
6,1781859986.630428,68.60880416,54.41471511,42.90420226
6,1781859986.690005,73.97285623,57.69222309,44.83118947
6,1781859986.778848,79.08014047,61.50633301,47.78499737
6,1781859986.841838,84.14339562,66.21687573,50.20209023
6,1781859986.935050,90.06687474,70.42952883,53.55754886
6,1781859986.985633,93.31726532,73.21820573,55.80245162
6,1781859987.030441,90.54305221,72.25007982,56.36987720
6,1781859987.085872,89.49161925,68.92204686,53.88702404
6,1781859987.172992,93.94551027,72.82444833,57.02518177
6,1781859987.226847,101.97268921,82.35098502,63.10321631
6,1781859987.309800,105.38619277,86.59477684,66.43205656
6,1781859987.376508,96.77323639,80.51824501,60.98099129
6,1781859987.466068,92.45913089,74.88528126,57.23725264
6,1781859987.515828,90.85818268,71.62749697,55.25958150
6,1781859987.573660,85.28683820,66.24295642,51.04866719
6,1781859987.636667,81.28703916,62.71795401,48.83041619
6,1781859987.714039,82.80792061,62.37550171,48.45568777
6,1781859987.770188,84.75711590,64.08308455,49.65403663
6,1781859987.835312,84.50467795,63.96994575,49.26419674
6,1781859987.928205,87.87060932,67.07086354,51.87000460
6,1781859987.977578,90.65897035,69.24725201,53.62690117
6,1781859988.036532,92.46526657,70.54082251,54.17770401
6,1781859988.104447,94.97021964,73.25131583,56.45279833
6,1781859988.159723,100.09311864,79.78135010,62.00562495
6,1781859988.236512,107.80236325,87.83216586,70.06039154
6,1781859988.306816,107.13395479,88.21382144,70.26689752
6,1781859988.375065,106.87665861,88.95066564,71.29573978
6,1781859988.478693,106.32096534,88.33903259,71.55426017
6,1781859988.521105,102.21520034,83.66181942,67.97788820
6,1781859988.568616,97.95114419,78.85245929,64.28588845
6,1781859988.632720,94.42513197,74.89669981,59.72041256
6,1781859988.690733,88.44253013,69.62090069,55.31904179
6,1781859988.785264,86.28236945,67.86184069,53.63443028
6,1781859988.849318,86.10937582,68.44624941,53.41016707
6,1781859988.939798,87.61180047,69.25212194,54.00459644
6,1781859988.995487,87.15915498,69.94497629,54.08098743
6,1781859989.035154,88.37827568,70.50710792,55.93169324
6,1781859989.090504,88.98251705,72.24664271,57.28941292
6,1781859989.169803,90.65004479,74.88244344,60.10740243
6,1781859989.246228,93.60188816,79.64362119,66.03647953
6,1781859989.310673,90.57379945,76.76968404,63.33703195
6,1781859989.379483,88.55983627,73.80391612,59.54476624
6,1781859989.475926,91.36629164,76.36047033,60.47658664
6,1781859989.542839,93.61567937,78.26882875,62.56913394
6,1781859989.589398,89.72683082,77.58111415,62.69226246
6,1781859989.659493,89.96435185,78.15307439,64.47377746
6,1781859989.699524,89.40391545,77.25669810,63.16408184
6,1781859989.777333,88.79477095,76.79049249,62.20127032
6,1781859989.837354,85.16683659,72.24364691,56.79131980
6,1781859989.927056,82.67301564,68.77504526,53.77801172
6,1781859989.980546,82.64802008,67.86163646,52.42679806
6,1781859990.041343,84.76581517,69.92195377,54.57692697
6,1781859990.102856,87.54003305,72.56640333,57.22022847
6,1781859990.163925,89.84705296,74.85595890,59.70625077
6,1781859990.247997,89.51837420,74.43538828,57.98024834
6,1781859990.310745,85.85737720,70.89956631,54.56220319
6,1781859990.397605,82.75459571,67.67259594,51.48415100
6,1781859990.472836,80.96529478,66.11280074,48.68512132
6,1781859990.518303,82.01061391,67.92036133,50.70683921
6,1781859990.563382,84.70408010,71.14057806,55.29671509
6,1781859990.628407,85.57225605,71.74827542,54.95102568
6,1781859990.705520,88.06077596,74.33346774,57.75766185
6,1781859990.783389,92.55108475,78.53591502,60.97040585
6,1781859990.845842,92.15384151,78.47270853,60.88153676
6,1781859990.932707,89.50762519,75.82187469,58.58624890
6,1781859990.982174,85.17567098,71.86910727,55.16519077
6,1781859991.026267,83.21856858,69.40955033,52.83927387
6,1781859991.103882,82.91975586,68.25954455,50.88523512
6,1781859991.183781,85.41617652,70.41937899,52.98314678
6,1781859991.237862,88.29814552,73.10443946,54.74161680
6,1781859991.301620,89.78545620,74.76117691,56.79913889
6,1781859991.413284,88.39815219,73.86882644,55.79859374
6,1781859991.483056,82.78834475,68.72891217,51.71582999
6,1781859991.555633,80.74003183,67.29504263,50.24847728
6,1781859991.596760,81.73909828,68.78543659,52.15078489
6,1781859991.644598,89.07692658,75.70160146,58.31409991
6,1781859991.703921,96.29843994,83.26622950,64.28513220
6,1781859991.766977,97.47362828,82.95655547,64.00704801
6,1781859991.835597,97.64167587,82.61265971,63.91378890
6,1781859991.920632,97.46118120,82.07765528,63.23232371
6,1781859991.979426,97.42495611,82.35414373,63.14128143
6,1781859992.043241,98.68816095,84.28629446,64.95973928
6,1781859992.106436,99.59488537,85.47587337,66.43411910
6,1781859992.164455,100.40640255,86.12779008,67.50548892
6,1781859992.233061,101.66989538,87.18770130,68.40555335
6,1781859992.286979,100.57283590,86.09677853,66.70918710
6,1781859992.366099,99.93960674,85.87933523,67.46118327
6,1781859992.463118,98.48958664,84.33888547,65.88997674
6,1781859992.534844,97.58080577,83.38046051,65.27700421
6,1781859992.577945,98.24968758,84.37926018,65.64872579
6,1781859992.641885,98.77086102,84.07858068,64.97986293
6,1781859992.700680,98.84062042,83.63593831,65.08947686
6,1781859992.771542,97.73768711,83.24387997,65.27343139
6,1781859992.835376,97.12476554,82.46779250,64.52104471
6,1781859992.926865,93.43885689,79.25169554,61.29815710
6,1781859992.959480,90.82162594,77.97595319,60.28217359
6,1781859993.041355,90.65482885,77.39394560,60.38868330
6,1781859993.096302,93.21369854,80.11477323,61.68526760
6,1781859993.174692,93.89645722,80.71358622,62.49255019
6,1781859993.236860,96.53529335,82.57617159,64.76905980
6,1781859993.304079,95.60956049,81.34323282,64.22010250
6,1781859993.368465,93.51905609,79.65919770,63.12778591
6,1781859993.463626,94.32039367,81.15554086,63.65887172
6,1781859993.503214,93.46594984,80.49756675,62.01253177
6,1781859993.582078,95.83639347,82.28800860,63.54512108
6,1781859993.645617,98.12161570,84.84314684,66.01364983
6,1781859993.702050,98.73121156,85.38901242,66.21507596
6,1781859993.765828,97.00329101,83.45849015,64.54762483
6,1781859993.834552,97.11038867,83.38410648,65.02572583
6,1781859993.927152,97.02790550,84.01760083,64.41413981
6,1781859993.977249,94.16961122,80.93444704,61.66364390
6,1781859994.035408,95.71837120,82.30961327,63.15746125
6,1781859994.109012,97.82412592,84.16001342,64.80181471
6,1781859994.179452,96.74076514,84.02377596,65.24371509
6,1781859994.239402,97.63830558,84.34529522,65.68655162
6,1781859994.299092,97.39511528,84.50532280,65.53230260
6,1781859994.374538,96.71945563,84.02650173,65.84452840
6,1781859994.454248,95.53760648,82.97886178,64.49480693
6,1781859994.509723,96.14639104,83.34657388,65.27626258
6,1781859994.577815,92.93573358,80.73272038,62.57698987
6,1781859994.632030,92.68485599,79.76077354,62.36769195
6,1781859994.699387,83.52947981,70.62434134,54.04917023
6,1781859994.776351,75.04063702,62.46128207,46.27669492
6,1781859994.831570,77.02159383,66.53026160,50.05670549
6,1781859994.924635,76.98475797,67.50975540,51.93540992
6,1781859994.994731,79.55361231,69.06207511,51.91072973
6,1781859995.038007,82.48676346,70.21167963,50.38529298
6,1781859995.098836,80.18738222,67.55178106,46.90617965
6,1781859995.170659,74.32275503,64.18017387,46.30937995
6,1781859995.240843,68.60855279,61.64637091,46.37630099
6,1781859995.315215,64.30673426,58.63800370,46.01827515
6,1781859995.387993,61.17086430,57.26545643,46.30746970
6,1781859995.467326,60.98132988,57.56600670,46.80510281
6,1781859995.510129,61.00217732,58.25403830,47.72536298
6,1781859995.569732,65.95088799,62.38541147,49.97206857
6,1781859995.633651,74.13295405,68.63290478,52.49759835
6,1781859995.710543,76.52326204,69.66922439,53.66799235
6,1781859995.768775,76.92437376,70.04205284,53.72797517
6,1781859995.833289,75.67805102,69.38180787,52.61270389
6,1781859995.926459,72.19147305,66.65571540,51.29226037
6,1781859995.973964,66.51101359,63.62800500,46.46726652
6,1781859996.033570,61.85174650,58.72233498,44.27105732
6,1781859996.101129,68.75354172,61.51646359,48.86197685
6,1781859996.178051,75.18705425,66.50372665,52.29062842
6,1781859996.238595,86.84993106,75.58834939,58.83657939
6,1781859996.296570,98.69597150,85.15436319,65.83455484
6,1781859996.380902,106.78184534,92.36664677,72.65232323
6,1781859996.468826,109.22759226,97.21873389,73.56178579
6,1781859996.530881,115.62679672,103.61257408,79.71609910
6,1781859996.577134,123.27930641,108.68494531,87.42331003
6,1781859996.639901,134.17931925,119.22082454,94.96910835
6,1781859996.701176,129.58498302,118.30556860,93.47049082
6,1781859996.782937,125.01253725,112.05080172,89.77130612
6,1781859996.839377,126.70955740,113.15648759,89.42541982
6,1781859996.930717,130.55381144,117.24473365,91.24353828
6,1781859996.994473,133.24548853,118.84882174,91.49348364
6,1781859997.044134,133.07423925,119.13396988,91.94937510
6,1781859997.084499,133.73172817,119.79154614,92.03456714
6,1781859997.165351,135.62674097,120.75302796,91.94659302
6,1781859997.251734,135.55925406,121.12639067,92.29075529
6,1781859997.306394,126.25845734,115.35055578,84.48851010
6,1781859997.365309,122.10463457,110.85139542,82.12493643
6,1781859997.457866,125.00825837,113.76382888,88.17200367
6,1781859997.506658,130.43828792,119.05522826,92.23863349
6,1781859997.586901,133.78577429,122.65367341,95.37234600
6,1781859997.626464,139.41821979,124.91753092,100.40958489
6,1781859997.710293,138.62410183,124.23557258,99.73121315
6,1781859997.766736,133.04036286,119.10687400,95.65580818
6,1781859997.834428,131.99991892,118.00671801,94.97758755
6,1781859997.921131,130.70123203,116.96776921,95.15204089
6,1781859997.988913,131.82440647,118.00864902,95.56996201
6,1781859998.045961,135.24362578,121.26153906,97.45177959
6,1781859998.112522,135.48892800,121.21675280,97.06678502
6,1781859998.159714,132.59474000,117.59432199,93.25153908
6,1781859998.239323,128.52468691,113.35382166,88.84826845
6,1781859998.297156,124.14853809,108.55275751,84.25705972
6,1781859998.380038,117.42437656,104.37730054,77.53552400
6,1781859998.477449,120.45138514,107.10500918,78.89711880
6,1781859998.522362,122.86101210,109.90480047,82.32727375
6,1781859998.573021,124.59273194,108.77095432,81.86045231
6,1781859998.629850,120.84675839,102.13003255,75.48892298
6,1781859998.690396,109.62476673,94.36922835,65.72918494
6,1781859998.769219,97.95214623,85.26921791,63.16387141
6,1781859998.842848,101.49705073,85.45608414,63.22156192
6,1781859998.933038,101.65570947,85.94727785,64.47707077
6,1781859998.993770,101.27649810,86.47565920,65.86590361
6,1781859999.041707,104.05196003,89.65039565,63.57184053
6,1781859999.087851,102.82960548,91.01288689,64.38142847
6,1781859999.171962,102.16179216,90.22552218,63.89414472
6,1781859999.235280,103.26326118,90.96213864,64.79854361
6,1781859999.292566,105.68342369,93.05330816,66.78458289
6,1781859999.380566,107.32893815,94.54806504,68.25777038
6,1781859999.486462,110.47213199,97.57745995,69.69907419
6,1781859999.520752,112.13441909,99.36235973,70.86700400
6,1781859999.581599,114.04027399,101.47132354,73.53439514
6,1781859999.642467,120.14989289,104.84637246,80.71791298
6,1781859999.705183,119.29395620,104.33032265,81.12782363
6,1781859999.769819,117.91932721,103.30101889,81.23412670
6,1781859999.833962,119.18029913,105.06289509,82.50373224
6,1781859999.928358,119.21375612,104.77787754,82.41591512
6,1781859999.984151,118.24211135,103.73451984,81.64864798
6,1781860000.033110,119.26014507,104.66526805,81.74823787
6,1781860000.093739,118.02179524,103.36907247,80.65572121
6,1781860000.157570,116.53312456,101.94551444,79.87695602
6,1781860000.230711,118.37645376,103.43158454,80.32896559
6,1781860000.292687,118.90836488,103.32579554,80.07101913
6,1781860000.374035,118.67335693,103.24545935,80.41243071
6,1781860000.465288,121.06161258,105.71698987,81.73093195
6,1781860000.530424,120.52087684,105.21898742,81.77828010
6,1781860000.558021,119.64098007,104.54783945,81.90482915
6,1781860000.619330,121.94945528,107.05323798,83.88411332
6,1781860000.696027,121.31442229,106.91698262,84.22616453
6,1781860000.775981,121.05519986,106.28330698,84.25176563
6,1781860000.837013,123.23167111,108.85151970,85.51249473
6,1781860000.930450,122.89960402,108.42359838,85.63565123
6,1781860000.995241,121.98411467,107.50478277,85.47957801
6,1781860001.040534,122.32778910,107.40544378,85.21554286
6,1781860001.099838,122.56876148,107.89772128,85.39581606
6,1781860001.176596,123.66685293,109.68738972,87.30514447
6,1781860001.239019,122.14001188,107.01063348,83.50172507
6,1781860001.302783,107.94120179,92.47284350,66.58517926
6,1781860001.366258,95.84892514,84.32052213,66.67128239
6,1781860001.466188,111.03520441,95.10155605,77.66213564
6,1781860001.965595,92.47292521,88.19498412,71.05366624
6,1781860002.042141,89.55374556,85.19654911,69.28073922
6,1781860002.102262,86.28719513,81.82774240,66.72365043
6,1781860002.183330,85.31319926,81.12365578,61.70652081
6,1781860002.245558,88.09980664,87.00083024,65.95331344
6,1781860002.306054,94.77099369,92.99447632,69.96170426
6,1781860002.370341,95.56660368,94.09027828,71.03697569
6,1781860002.458686,94.60251938,92.54195490,74.55060243
6,1781860002.522864,93.90693980,90.18665416,72.78078102
6,1781860002.583997,97.04301957,93.37657698,76.63915993
6,1781860002.624309,99.14024969,96.04400696,78.95417686
6,1781860002.690166,95.32980556,94.17140676,78.13091547
6,1781860002.766639,92.75802244,90.82954053,74.63549658
6,1781860002.845049,93.77485110,90.56777055,71.07338848
6,1781860002.937833,94.84797705,90.81833570,69.52343630
6,1781860003.005348,94.64515215,90.31347934,66.30775193
6,1781860003.042212,96.13845339,91.55470862,65.64775556
6,1781860003.110371,99.50460528,94.14548442,64.96226983
6,1781860003.171016,104.27451261,98.07186762,66.70326764
6,1781860003.232592,103.83188047,97.48557739,64.63846325
6,1781860003.295919,98.73428523,92.44895861,59.90068667
6,1781860003.376982,94.41942975,88.08469908,56.69524624
6,1781860003.466165,89.24282395,84.30976120,55.14935996
6,1781860003.523874,83.63553658,80.03599246,53.74962757
6,1781860003.593994,82.07729385,79.18421922,55.26209294
6,1781860003.633009,80.63207924,78.10812937,55.34464498
6,1781860003.697328,79.94188491,76.91802876,54.99589785
6,1781860003.759332,80.02026977,77.95351355,55.81161006
6,1781860003.837330,80.63988353,78.54015383,55.53081524
6,1781860003.911450,80.22414523,77.66953249,54.31321042
6,1781860003.976412,81.62297801,78.44268602,55.22551806
6,1781860004.031529,83.60624346,80.15014185,56.32486096
6,1781860004.094478,84.59288393,81.46527969,56.37207015
6,1781860004.169697,86.53585614,83.07666491,57.97576775
6,1781860004.230764,88.32221143,84.27602123,58.07388376
6,1781860004.297686,87.07264711,83.47416900,57.51420952
6,1781860004.378096,87.19624774,83.53251793,57.83150746
6,1781860004.468551,87.24100861,83.76720797,57.18491753
6,1781860004.528450,85.78868159,82.52096241,56.71825684
6,1781860004.581234,87.06262321,83.56577270,57.99085549
6,1781860004.624026,88.99242496,85.24695324,58.77131279
6,1781860004.702476,86.95598937,83.44508070,57.98060388
6,1781860004.782679,85.16080295,82.07664056,56.70694981
6,1781860004.841548,85.17089079,81.80999077,56.95266571
6,1781860004.928949,83.53834237,80.14636056,55.42559390
6,1781860004.996448,84.80064515,81.20180166,56.49526160
6,1781860005.039773,85.82197841,82.09365672,56.62447880
6,1781860005.105904,84.03800517,80.71992765,55.55400575
6,1781860005.182761,83.98932623,80.29144758,55.56329481
6,1781860005.243976,84.17171710,80.71684672,55.12376494
6,1781860005.303099,82.65236915,78.90367790,53.90943871
6,1781860005.373393,83.54530273,79.40934783,54.37203662
6,1781860005.464367,84.95790640,81.05600684,55.08385958
6,1781860005.503705,83.86472239,79.98398245,53.90664057
6,1781860005.582691,84.58491461,80.53943721,54.39083397
6,1781860005.635671,86.12065212,82.48766039,55.60590188
6,1781860005.697657,85.58592918,81.89239458,55.62071750
6,1781860005.761455,85.70227132,82.15812428,56.38770185
6,1781860005.854395,86.40087595,82.45485908,55.22527763
6,1781860005.932047,84.19322939,80.72880631,54.34654875
6,1781860005.995394,84.12501304,80.08074106,54.27539763
6,1781860006.044129,84.39194055,80.72001646,54.33978012
6,1781860006.109557,83.40976377,79.48742169,54.15049346
6,1781860006.165599,82.62193466,78.54191973,54.11335959
6,1781860006.246687,84.09646517,80.00200233,55.00208777
6,1781860006.290792,82.23611046,78.30253819,54.21713417
6,1781860006.384579,80.68474371,79.26909361,55.06649910
6,1781860006.481095,81.40849737,80.27484782,56.39078431
6,1781860006.535466,81.12844927,79.86006806,56.30278913
6,1781860006.598505,82.28622135,81.00132364,56.82776881
6,1781860006.660239,82.84528131,81.54196789,57.62742797
6,1781860006.721318,83.58177353,82.30774445,58.93068249
6,1781860006.779995,83.93700841,82.18637002,58.24105386
6,1781860006.846505,85.47157991,83.30041836,58.13865824
6,1781860006.932140,83.65047508,81.81698864,57.56147914
6,1781860006.996348,84.39386960,82.36036065,57.95074224
6,1781860007.065873,85.48128218,83.34031982,58.86117151
6,1781860007.109247,85.01423092,83.07454449,58.40757729
6,1781860007.178891,85.69142178,83.64386064,58.39447886
6,1781860007.247575,87.28088904,84.82103636,59.75915905
6,1781860007.308784,86.93442658,84.51377637,59.67199976
6,1781860007.380716,87.98304974,85.38604999,59.95234583
6,1781860007.463463,89.25140619,86.74946191,60.84152256
6,1781860007.517889,87.88779677,85.84852339,60.19323599
6,1781860007.580163,88.10432379,85.89660177,60.77514741
6,1781860007.646595,89.14704948,86.60978436,60.59385431
6,1781860007.714356,87.85244358,85.40216441,60.12800764
6,1781860007.769479,87.70542188,85.21472787,60.78474406
6,1781860007.862521,88.83155024,86.29545144,61.03593388
6,1781860007.940355,87.90020277,85.26854528,60.91131154
6,1781860007.997953,87.47039445,85.09983501,61.26172071
6,1781860008.045573,89.68635211,86.88195923,62.16272531
6,1781860008.107583,88.96509294,86.31618077,61.51232274
6,1781860008.172301,89.23834964,86.41145429,62.65430692
6,1781860008.261462,90.56669098,87.90854386,62.57437927
6,1781860008.330433,88.88978350,86.50451892,61.57498192
